target_id	length	eff_length	est_counts	tpm
ENST00000586897.1	510	349.933	0	0
ENST00000436120.7	5186	5025.66	0	0
ENST00000483919.5	1142	981.659	0	0
ENST00000587349.1	999	838.659	0	0
ENST00000624962.1	2443	2282.66	0	0
ENST00000392149.6	3689	3528.66	0	0
ENST00000316950.11	4066	3905.66	0	0
ENST00000448051.7	4495	4334.66	0	0
ENST00000392150.2	1918	1757.66	0	0
ENST00000592490.5	579	418.751	0	0
ENST00000589833.5	762	601.659	0	0
ENST00000586475.5	1985	1824.66	0	0
ENST00000330173.5	5559	5398.66	0	0
ENST00000585890.2	1033	872.659	1	22.4172
ENST00000586176.1	560	399.835	0	0
ENST00000627814.3	7117	6956.66	0	0
ENST00000587143.5	1488	1327.66	0	0
ENST00000588578.5	4549	4388.66	0	0
ENST00000587986.5	3869	3708.66	0	0
ENST00000589319.5	1915	1754.66	2	22.2979
ENST00000542455.2	4073	3912.66	0	0
ENST00000445217.5	6712	6551.66	0	0
ENST00000316807.2	3267	3106.66	0	0
ENST00000586139.5	2684	2523.66	1	7.75168
ENST00000592533.5	3147	2986.66	0	0
ENST00000587121.1	822	661.659	0	0
ENST00000590751.5	1700	1539.66	0	0
ENST00000328550.6	4113	3952.66	0	0
ENST00000593133.5	2904	2743.66	0	0
ENST00000451802.7	2289	2128.66	0	0
ENST00000358744.3	2049	1888.66	0	0
ENST00000668693.1	5297	5136.66	0	0
ENST00000589117.5	2349	2188.66	0	0
ENST00000316433.9	3191	3030.66	3	19.3647
ENST00000586792.5	564	403.835	0	0
ENST00000343599.5	3073	2912.66	0	0
ENST00000589018.5	444	284.148	1	68.8465
ENST00000351218.6	6090	5929.66	0	0
ENST00000514101.6	4440	4279.66	1.01883	4.65712
ENST00000358582.9	3140	2979.66	0	0
ENST00000590008.5	2148	1987.66	0	0
ENST00000586606.6	704	543.659	0	0
ENST00000589357.1	285	130.097	0	0
ENST00000355202.9	4327	4166.66	0	0
ENST00000395835.7	4003	3842.66	2	10.1818
ENST00000588040.1	1360	1199.66	0	0
ENST00000658143.1	1230	1069.66	1	18.2886
ENST00000590414.6	2225	2064.66	0	0
ENST00000339503.7	2014	1853.66	0	0
ENST00000357309.7	2124	1963.66	0	0
ENST00000536220.5	2257	2096.66	0	0
ENST00000392138.5	2266	2105.66	0	0
ENST00000585724.5	453	293.129	0	0
ENST00000591908.1	446	286.148	0	0
ENST00000587765.1	1094	933.659	0	0
ENST00000589653.5	561	400.835	0	0
ENST00000443870.3	6580	6419.66	0	0
ENST00000636547.1	207	63.2304	0	0
ENST00000592640.5	1716	1555.66	0	0
ENST00000636341.1	2982	2821.66	0	0
ENST00000433142.6	502	341.956	0	0
ENST00000447313.7	8990	8829.66	0	0
ENST00000303868.5	8847	8686.66	0	0
ENST00000222345.11	8004	7843.66	11	27.4347
ENST00000601752.1	607	446.721	0	0
ENST00000599092.1	328	170.504	0	0
ENST00000594299.1	1890	1729.66	0	0
ENST00000598146.1	432	272.223	0	0
ENST00000578592.2	299	143.175	0	0
ENST00000420980.6	2227	2066.66	0	0
ENST00000614244.4	2356	2195.66	0	0
ENST00000412732.5	2303	2142.66	0	0
ENST00000416611.5	2341	2180.66	0	0
ENST00000414789.5	1960	1799.66	0	0
ENST00000355526.8	1632	1471.66	0	0
ENST00000456296.5	1562	1401.66	0	0
ENST00000587515.5	607	446.721	0	0
ENST00000591291.5	433	273.223	0	0
ENST00000301242.9	560	399.835	3	146.78
ENST00000347262.8	637	476.659	0	0
ENST00000591585.1	949	788.659	0	0
ENST00000301244.12	1688	1527.66	0	0
ENST00000587090.5	1246	1085.66	1.73993	31.3519
ENST00000454580.7	1367	1206.66	0	0
ENST00000591889.2	528	367.86	0	0
ENST00000651064.1	622	461.69	1.26007	53.3915
ENST00000363339.1	93	16.6422	0	0
ENST00000339413.11	2769	2608.66	0	0
ENST00000588605.5	520	359.909	0	0
ENST00000301246.10	374	215.157	0	0
ENST00000592694.5	1181	1020.66	0	0
ENST00000337679.12	1257	1096.66	0	0
ENST00000392124.7	1404	1243.66	0	0
ENST00000592246.5	936	775.659	0	0
ENST00000329420.12	964	803.659	0	0
ENST00000591784.5	940	779.659	2	50.1825
ENST00000591755.5	1077	916.659	0	0
ENST00000263372.5	5721	5560.66	0	0
ENST00000410018.5	3626	3465.66	0.999999	5.64469
ENST00000409235.8	3691	3530.66	1.21543e-06	6.73441e-06
ENST00000590304.1	472	312.067	0	0
ENST00000215071.8	1553	1392.66	0	0
ENST00000620216.4	1538	1377.66	0	0
ENST00000585598.1	541	380.835	0	0
ENST00000602911.5	1330	1169.66	13	217.426
ENST00000592035.5	1581	1420.66	0	0
ENST00000334928.11	2245	2084.66	0	0
ENST00000585411.1	297	141.264	0	0
ENST00000587013.5	1539	1378.66	0	0
ENST00000586301.5	1366	1205.66	0	0
ENST00000338502.8	4778	4617.66	0	0
ENST00000588262.5	826	665.659	0	0
ENST00000252530.9	1271	1110.66	0	0
ENST00000343358.11	1006	845.659	0	0
ENST00000586305.5	3061	2900.66	0	0
ENST00000615439.5	3132	2971.66	0	0
ENST00000454404.6	3116	2955.66	0	0
ENST00000587753.5	3011	2850.66	0	0
ENST00000614135.4	2942	2781.66	0	0
ENST00000617966.4	2927	2766.66	0	0
ENST00000618320.4	3313	3152.66	0	0
ENST00000622174.4	2651	2490.66	0	0
ENST00000293062.13	2926	2765.66	0	0
ENST00000426920.6	2650	2489.66	0	0
ENST00000433821.6	2941	2780.66	0	0
ENST00000587738.2	2293	2132.66	0	0
ENST00000355481.8	15377	15216.7	3	3.85681
ENST00000359596.7	15117	14956.7	0	0
ENST00000597015.1	570	409.835	0	0
ENST00000595853.1	552	391.835	0	0
ENST00000591517.5	2700	2539.66	0	0
ENST00000396857.7	2631	2470.66	0	0
ENST00000586296.5	1363	1202.66	0	0
ENST00000589130.5	2654	2493.66	0	0
ENST00000589557.1	516	355.909	0	0
ENST00000614624.4	780	619.659	0	0
ENST00000593149.5	760	599.659	4	130.492
ENST00000538434.5	966	805.659	0	0
ENST00000588934.5	501	340.956	0	0
ENST00000248342.9	772	611.659	0	0
ENST00000545173.6	1327	1166.66	0	0
ENST00000592558.1	670	509.659	0	0
ENST00000252699.7	4990	4829.66	8.3616	33.8688
ENST00000390009.7	2102	1941.66	6.6384	66.8832
ENST00000424234.6	1566	1405.66	0	0
ENST00000585999.1	242	91.882	0	0
ENST00000328867.9	3129	2968.66	0	0
ENST00000601953.5	2381	2220.66	0	0
ENST00000602255.1	1580	1419.66	0	0
ENST00000378626.4	466	306.088	0	0
ENST00000314980.5	499	338.979	0	0
ENST00000384566.1	108	11.662	0	0
ENST00000307751.9	1121	960.659	0	0
ENST00000221418.9	1200	1039.66	9.04965	170.282
ENST00000594769.5	963	802.659	2.17723	53.064
ENST00000594558.1	566	405.835	0	0
ENST00000221419.9	2471	2310.66	2.75735	23.3444
ENST00000600873.5	1633	1472.66	4.01577	53.3449
ENST00000600473.1	493	333.002	0	0
ENST00000591812.2	3058	2897.66	0	0
ENST00000598904.5	1846	1685.66	0	0
ENST00000593830.1	504	343.956	0	0
ENST00000358931.9	1912	1751.66	0	0
ENST00000392081.6	2062	1901.66	11.0917	114.102
ENST00000249396.12	1862	1701.66	11.9083	136.9
ENST00000613542.4	1170	1009.66	0	0
ENST00000392079.7	991	830.659	0	0
ENST00000572515.5	1929	1768.66	0	0
ENST00000313582.6	1192	1031.66	1	18.9623
ENST00000571838.1	1057	896.659	0	0
ENST00000221431.10	2057	1896.66	0	0
ENST00000594171.5	1631	1470.66	2	26.6039
ENST00000430193.7	1886	1725.66	0	0
ENST00000598831.5	665	504.659	0	0
ENST00000599996.1	1967	1806.66	0	0
ENST00000600042.5	1630	1469.66	0	0
ENST00000308018.8	1207	1046.66	0	0
ENST00000407800.2	1220	1059.66	0	0
ENST00000402029.3	929	768.659	0	0
ENST00000599320.2	3336	3175.66	0	0
ENST00000292852.9	2218	2057.66	1	9.50721
ENST00000595329.5	1299	1138.66	0	0
ENST00000660381.1	1919	1758.66	2	22.2472
ENST00000292853.9	2315	2154.66	0	0
ENST00000509137.6	2130	1969.66	0	0
ENST00000600828.5	1557	1396.66	0	0
ENST00000597303.1	797	636.659	0	0
ENST00000331256.10	2903	2742.66	0	0
ENST00000594229.1	1149	988.659	0	0
ENST00000599470.5	1715	1554.66	0	0
ENST00000321944.8	2555	2394.66	2	16.3385
ENST00000358301.7	2739	2578.66	0	0
ENST00000593690.5	3025	2864.66	0	0
ENST00000599386.5	5735	5574.66	0	0
ENST00000599484.1	365	206.286	0	0
ENST00000360442.7	2855	2694.66	0	0
ENST00000339852.5	1975	1814.66	0	0
ENST00000318438.6	573	412.835	0	0
ENST00000595082.1	501	340.956	0	0
ENST00000413851.3	709	548.659	0	0
ENST00000613087.4	734	573.659	0	0
ENST00000606380.2	1637	1476.66	0	0
ENST00000616270.4	1132	971.659	0	0
ENST00000634680.1	1421	1260.66	0	0
ENST00000634967.1	1493	1332.66	0	0
ENST00000396851.3	354	195.587	0	0
ENST00000607083.1	540	379.835	0	0
ENST00000331982.5	737	576.659	0	0
ENST00000333625.3	775	614.659	0	0
ENST00000248668.4	3381	3220.66	1	6.0741
ENST00000601911.1	877	716.659	0	0
ENST00000601387.5	497	336.979	0	0
ENST00000598034.5	1028	867.659	0	0
ENST00000597595.6	614	453.721	0	0
ENST00000600322.5	622	461.69	0	0
ENST00000602185.5	423	263.313	0	0
ENST00000253054.12	616	455.721	0	0
ENST00000594700.5	397	237.596	0	0
ENST00000595636.1	487	327.002	0	0
ENST00000599274.1	173	38.9593	1	502.129
ENST00000598913.5	2877	2716.66	0	0
ENST00000314471.10	4519	4358.66	0	0
ENST00000610417.4	3664	3503.66	2.3812	13.2954
ENST00000611159.4	3662	3501.66	3.6188	20.217
ENST00000596368.1	1176	1015.66	0	0
ENST00000467650.3	296	140.332	0	0
ENST00000221265.8	2200	2039.66	0	0
ENST00000595564.5	1810	1649.66	4	47.4343
ENST00000615911.4	3565	3404.66	6.96733	40.0331
ENST00000315588.11	3590	3429.66	0.0326656	0.186323
ENST00000594368.5	1471	1310.66	0	0
ENST00000597629.3	1747	1586.66	1.36489	16.8283
ENST00000594442.2	1752	1591.66	0.135989	1.6714
ENST00000594045.2	690	529.659	2.49912	92.3034
ENST00000581459.1	56	22.4359	0	0
ENST00000425673.6	8048	7887.66	0	0
ENST00000458508.6	3898	3737.66	0	0
ENST00000409797.6	2205	2044.66	0	0
ENST00000251453.8	631	470.659	9	374.079
ENST00000599539.5	555	394.835	0	0
ENST00000339471.8	643	482.659	0	0
ENST00000601655.5	492	332.002	0	0
ENST00000599117.5	3902	3741.66	0	0
ENST00000402194.6	3698	3537.66	0.200619	1.10939
ENST00000432763.7	3678	3517.66	12.7994	71.1806
ENST00000359191.10	3770	3609.66	0	0
ENST00000598725.5	3742	3581.66	0	0
ENST00000544017.5	2572	2411.66	0	0
ENST00000607714.6	5037	4876.66	5	20.0574
ENST00000599794.5	786	625.659	0	0
ENST00000356433.9	2055	1894.66	1	10.3251
ENST00000205143.4	2332	2171.66	0	0
ENST00000335426.8	1704	1543.66	0	0
ENST00000423711.4	1701	1540.66	0	0
ENST00000622070.2	1704	1543.66	0	0
ENST00000326282.5	1866	1705.66	0	0
ENST00000594676.1	647	486.659	1	40.1978
ENST00000593394.1	559	398.835	0	0
ENST00000390658.4	1455	1294.66	5	75.5512
ENST00000600089.1	440	280.148	0	0
ENST00000601963.1	469	309.067	0	0
ENST00000486345.1	171	37.7161	0	0
ENST00000481709.1	171	37.7161	0	0
ENST00000477483.1	171	37.7161	0	0
ENST00000621475.4	494	334.002	0	0
ENST00000221797.5	600	439.751	0	0
ENST00000596933.1	147	24.0655	0	0
ENST00000594263.5	1831	1670.66	0	0
ENST00000597791.1	384	224.845	0	0
ENST00000597077.1	532	371.86	0	0
ENST00000600975.1	111	11.9051	0	0
ENST00000392051.4	605	444.721	0	0
ENST00000412609.5	2562	2401.66	0	0
ENST00000598736.5	1111	950.659	0	0
ENST00000598164.2	406	246.399	0	0
ENST00000456368.1	289	133.767	0	0
ENST00000599317.1	363	204.328	0	0
ENST00000463711.1	170	37.0535	0	0
ENST00000360675.7	773	612.659	0	0
ENST00000392052.8	599	438.751	0	0
ENST00000617106.1	264	111.122	0	0
ENST00000221804.5	631	470.659	0	0
ENST00000396841.4	671	510.659	0	0
ENST00000638280.1	667	506.659	0	0
ENST00000617916.1	584	423.751	0	0
ENST00000593685.5	2724	2563.66	0	0
ENST00000323039.10	2496	2335.66	0	0
ENST00000348817.7	2448	2287.66	0	0
ENST00000597639.5	1806	1645.66	0	0
ENST00000430012.6	2007	1846.66	0	0
ENST00000622428.1	87	22.5772	0	0
ENST00000601972.1	772	611.659	2	63.9658
ENST00000221801.8	1125	964.659	1	20.2793
ENST00000616721.6	12787	12626.7	0	0
ENST00000620799.1	4926	4765.66	0	0
ENST00000596581.1	442	282.148	0.148245	10.2785
ENST00000157812.7	1754	1593.66	3.78541	46.467
ENST00000455878.2	1333	1172.66	3.21459	53.6266
ENST00000596894.5	714	553.659	0	0
ENST00000347077.9	8000	7839.66	1	2.49534
ENST00000600094.5	3426	3265.66	0	0
ENST00000597336.1	2039	1878.66	0	0
ENST00000617676.4	8664	8503.66	1.75734	4.04274
ENST00000434248.6	8687	8526.66	0.242663	0.556738
ENST00000221355.10	3538	3377.66	1	5.79176
ENST00000598845.5	401	241.515	0	0
ENST00000595508.1	461	301.109	0	0
ENST00000450241.6	7500	7339.66	0	0
ENST00000414720.6	2396	2235.66	0	0
ENST00000340963.9	3674	3513.66	0	0
ENST00000455521.5	3600	3439.66	0	0
ENST00000595687.6	3472	3311.66	0	0
ENST00000594395.5	2044	1883.66	0	0
ENST00000598952.1	3653	3492.66	0	0
ENST00000446052.1	858	697.659	0	0
ENST00000253055.8	3754	3593.66	18	97.9856
ENST00000311308.6	843	682.659	2	57.313
ENST00000430325.7	1816	1655.66	1	11.8156
ENST00000599263.6	1145	984.659	0	0
ENST00000513948.1	787	626.659	0	0
ENST00000392038.7	5250	5089.66	8	30.7488
ENST00000424901.5	5170	5009.66	0	0
ENST00000311278.10	1393	1232.66	0	0
ENST00000579047.5	2029	1868.66	0	0
ENST00000378432.1	1462	1301.66	0	0
ENST00000384899.1	99	12.7766	0	0
ENST00000383947.1	107	11.4243	0	0
ENST00000582783.5	3628	3467.66	0	0
ENST00000392035.6	2126	1965.66	0	0
ENST00000384551.1	106	11.4355	0	0
ENST00000384198.1	113	12.273	0	0
ENST00000409419.5	1966	1805.66	12.2076	132.257
ENST00000409587.5	2180	2019.66	0	0
ENST00000409735.9	2137	1976.66	24.7924	245.366
ENST00000356508.9	1906	1745.66	0	0
ENST00000622968.1	4765	4604.66	1	4.24844
ENST00000409281.5	2115	1954.66	0	0
ENST00000617519.1	62	25.7273	0	0
ENST00000291823.3	2446	2285.66	0	0
ENST00000291825.11	5502	5341.66	0	0
ENST00000324001.7	4855	4694.66	1	4.16699
ENST00000357949.5	2084	1923.66	1	10.1695
ENST00000614440.1	588	427.751	0	0
ENST00000392028.8	1515	1354.66	0	0
ENST00000322354.4	1364	1203.66	3	48.7579
ENST00000599050.1	558	397.835	0	0
ENST00000643519.1	938	777.659	0	0
ENST00000263368.9	799	638.659	0	0
ENST00000595483.5	649	488.659	0	0
ENST00000617435.1	256	103.989	0	0
ENST00000595535.5	6105	5944.66	0	0
ENST00000392025.5	8671	8510.66	6.09664	14.0137
ENST00000352632.7	8676	8515.66	3.96389	9.10606
ENST00000598249.6	8910	8749.66	0	0
ENST00000338932.7	8686	8525.66	1.67693	3.84781
ENST00000392023.1	2419	2258.66	2.26254	19.5962
ENST00000600733.5	2284	2123.66	2	18.4235
ENST00000291842.10	2341	2180.66	0	0
ENST00000204005.13	5032	4871.66	0	0
ENST00000308370.11	4948	4787.66	0	0
ENST00000396819.7	4764	4603.66	2	8.49872
ENST00000252891.8	3561	3400.66	0	0
ENST00000598779.5	2249	2088.66	3	28.0983
ENST00000540131.5	1931	1770.66	0	0
ENST00000243583.10	2041	1880.66	0	0
ENST00000324464.8	2443	2282.66	4	34.2804
ENST00000411352.1	109	11.7642	0	0
ENST00000263370.3	3376	3215.66	3	18.2506
ENST00000470681.5	2521	2360.66	0	0
ENST00000378313.7	3302	3141.66	0	0
ENST00000598485.6	553	392.835	0	0
ENST00000243563.8	1277	1116.66	3	52.5566
ENST00000600729.2	1809	1648.66	0	0
ENST00000594436.5	507	346.933	0	0
ENST00000597784.5	455	295.109	0	0
ENST00000263369.4	488	328.002	0	0
ENST00000594800.5	1173	1012.66	0	0
ENST00000357052.8	1159	998.659	3	58.7666
ENST00000594136.2	2774	2613.66	0	0
ENST00000595728.2	1103	942.659	0	0
ENST00000303961.9	2100	1939.66	5	50.428
ENST00000406058.6	2150	1989.66	0	0
ENST00000593726.5	2821	2660.66	0	0
ENST00000601627.1	575	414.779	0	0
ENST00000594140.5	991	830.659	0	0
ENST00000641596.1	2535	2374.66	0	0
ENST00000432607.2	1458	1297.66	0	0
ENST00000641827.1	1004	843.659	0	0
ENST00000437853.1	1056	895.659	0	0
ENST00000596135.1	482	322.067	0	0
ENST00000623128.1	1881	1720.66	0	0
ENST00000301141.10	1761	1600.66	0	0
ENST00000291764.3	2128	1967.66	0	0
ENST00000301146.8	2281	2120.66	0	0
ENST00000597833.3	1003	842.659	0	0
ENST00000600605.1	641	480.659	0	0
ENST00000593298.5	1087	926.659	0	0
ENST00000599831.6	1272	1111.66	0	0
ENST00000599198.5	2956	2795.66	0	0
ENST00000541697.7	1476	1315.66	0	0
ENST00000597260.1	549	388.835	0	0
ENST00000324071.10	3071	2910.66	0	0
ENST00000593831.1	1426	1265.66	0	0
ENST00000595391.1	815	654.659	0	0
ENST00000594920.2	1485	1324.66	0	0
ENST00000605729.1	304	147.845	0	0
ENST00000330436.4	1760	1599.66	0	0
ENST00000331105.7	1847	1686.66	0	0
ENST00000601990.1	817	656.659	0	0
ENST00000496996.1	306	149.701	0	0
ENST00000581254.2	303	146.906	0	0
ENST00000310054.9	2612	2451.66	0	0
ENST00000301178.9	4717	4556.66	4.21913	18.1135
ENST00000359092.7	3206	3045.66	0	0
ENST00000598541.1	286	131.016	0	0
ENST00000593513.1	2557	2396.66	1.78087	14.5363
ENST00000352456.7	3426	3265.66	2.87359e-07	1.72139e-06
ENST00000595018.5	2794	2633.66	2.69083e-08	1.99873e-07
ENST00000378215.8	2864	2703.66	0.352886	2.55334
ENST00000392006.8	3925	3764.66	6.03835	31.3776
ENST00000617774.1	451	291.129	0	0
ENST00000602130.5	2932	2771.66	0	0
ENST00000617305.4	1018	857.659	0	0
ENST00000593587.5	2725	2564.66	7.60877	58.0379
ENST00000263367.7	2952	2791.66	0	0
ENST00000497296.3	270	116.488	0	0
ENST00000651374.1	2904	2743.66	0	0
ENST00000269967.4	3329	3168.66	5	30.8689
ENST00000221930.6	2780	2619.66	1	7.46762
ENST00000539627.5	1843	1682.66	0	0
ENST00000604123.5	757	596.659	0	0
ENST00000243578.8	1007	846.659	0	0
ENST00000413014.6	650	489.659	0	0
ENST00000616866.1	449	289.129	0	0
ENST00000392002.7	1080	919.659	0	0
ENST00000436170.6	864	703.659	0	0
ENST00000447302.6	721	560.659	0	0
ENST00000544232.5	725	564.659	0	0
ENST00000540732.3	1960	1799.66	0	0
ENST00000542945.5	1610	1449.66	0	0
ENST00000356385.8	944	783.659	0	0
ENST00000221233.9	998	837.659	3	70.0617
ENST00000596905.1	826	665.659	0	0
ENST00000269980.7	1742	1581.66	3.20173	39.6003
ENST00000457836.6	1745	1584.66	0.798272	9.85467
ENST00000598988.1	540	379.835	0	0
ENST00000598887.1	344	185.86	0	0
ENST00000321702.2	1874	1713.66	0	0
ENST00000438807.7	1454	1293.66	0	0
ENST00000221943.13	1692	1531.66	0	0
ENST00000592922.6	1622	1461.66	2	26.7677
ENST00000301183.15	1134	973.659	0	0
ENST00000589970.5	979	818.659	0	0
ENST00000417807.7	1065	904.659	0	0
ENST00000590641.6	1026	865.659	0	0
ENST00000597457.5	492	332.002	0	0
ENST00000595425.5	572	411.835	0	0
ENST00000614489.1	291	135.628	0	0
ENST00000378187.3	948	787.659	0	0
ENST00000588495.6	3477	3316.66	0	0
ENST00000650748.1	1148	987.659	1	19.807
ENST00000651572.2	1348	1187.66	0	0
ENST00000651789.1	1471	1310.66	0	0
ENST00000652160.1	1356	1195.66	0	0
ENST00000600996.1	747	586.659	0	0
ENST00000598554.1	894	733.659	0	0
ENST00000599316.1	580	419.751	0	0
ENST00000599770.1	594	433.751	0	0
ENST00000597199.1	1718	1557.66	0	0
ENST00000487420.2	749	588.659	0	0
ENST00000483481.2	467	307.088	0	0
ENST00000494375.2	409	249.382	0	0
ENST00000595649.5	661	500.659	0	0
ENST00000407170.6	1691	1530.66	0	0
ENST00000601116.5	601	440.751	0	0
ENST00000595395.1	599	438.751	0	0
ENST00000623532.1	707	546.659	0	0
ENST00000401445.4	1372	1211.66	0	0
ENST00000187608.13	1300	1139.66	0	0
ENST00000483806.1	638	477.659	0	0
ENST00000473762.2	1548	1387.66	0	0
ENST00000593340.1	302	145.966	0	0
ENST00000221954.6	1205	1044.66	0	0
ENST00000600925.1	899	738.659	0	0
ENST00000594491.1	331	173.375	0	0
ENST00000597858.1	255	103.1	0	0
ENST00000600532.1	288	132.878	0	0
ENST00000401731.6	2376	2215.66	0	0
ENST00000006724.7	2489	2328.66	0	0
ENST00000602225.1	524	363.86	0	0
ENST00000398599.8	2451	2290.66	0	0
ENST00000221992.10	2874	2713.66	0	0
ENST00000615021.4	1694	1533.66	0	0
ENST00000616453.1	1160	999.659	0	0
ENST00000617332.4	2228	2067.66	0	0
ENST00000405816.5	2354	2193.66	0	0
ENST00000435837.2	277	122.685	0	0
ENST00000199764.7	2594	2433.66	0	0
ENST00000601409.1	567	406.835	0	0
ENST00000357396.8	1167	1006.66	0	0
ENST00000630848.2	1110	949.659	0	0
ENST00000344550.4	1022	861.659	0	0
ENST00000599047.1	947	786.659	0	0
ENST00000614316.1	2265	2104.66	0	0
ENST00000343055.5	1051	890.659	0	0
ENST00000609812.6	2036	1875.66	0	0
ENST00000601246.5	1076	915.659	0	0
ENST00000596827.5	1675	1514.66	0	0
ENST00000269945.8	1805	1644.66	0	0
ENST00000600467.6	668	507.659	0	0
ENST00000598742.6	2021	1860.66	4.97902	52.3485
ENST00000221975.6	500	339.956	2.232e-07	1.28439e-05
ENST00000593863.5	526	365.86	10.021	535.823
ENST00000621706.1	72	29.3036	0	0
ENST00000221972.7	1258	1097.66	0	0
ENST00000444740.2	567	406.835	0	0
ENST00000354532.7	3243	3082.66	3	19.038
ENST00000599846.5	3393	3232.66	0	0
ENST00000347545.8	3091	2930.66	0	0
ENST00000378152.8	2986	2825.66	0	0
ENST00000337665.8	3171	3010.66	0	0
ENST00000597630.2	2078	1917.66	0	0
ENST00000601891.5	628	467.659	0	0
ENST00000222008.11	750	589.659	8	265.409
ENST00000601078.5	728	567.659	0	0
ENST00000644613.1	3536	3375.66	0	0
ENST00000648268.1	3551	3390.66	1.10691e-07	6.38638e-07
ENST00000602133.5	3458	3297.66	78.9876	468.576
ENST00000545399.6	3628	3467.66	0	0
ENST00000543770.5	3427	3266.66	2.01242	12.0515
ENST00000262895.7	3493	3332.66	6.62494	38.8882
ENST00000593562.5	3308	3147.66	0	0
ENST00000301218.8	3310	3149.66	2.37506	14.7515
ENST00000222339.7	3309	3148.66	0	0
ENST00000600245.1	3598	3437.66	0	0
ENST00000359044.5	3087	2926.66	7	46.79
ENST00000389341.9	6901	6740.66	1.83021	5.31159
ENST00000342301.8	3730	3569.66	0	0
ENST00000560558.5	3282	3121.66	4.32062e-08	2.70761e-07
ENST00000526816.6	3218	3057.66	0.169791	1.08631
ENST00000529067.5	2657	2496.66	0	0
ENST00000560398.5	1788	1627.66	0	0
ENST00000529952.5	1716	1555.66	0	0
ENST00000625670.2	371	212.229	0	0
ENST00000527895.1	759	598.659	0	0
ENST00000582929.1	69	27.8491	0	0
ENST00000559786.1	1955	1794.66	0	0
ENST00000336034.8	1882	1721.66	5	56.8132
ENST00000596251.6	1905	1744.66	0	0
ENST00000595337.5	1894	1733.66	0	0
ENST00000598727.5	1037	876.659	0	0
ENST00000301215.8	3982	3821.66	1	5.11888
ENST00000398249.8	3524	3363.66	0	0
ENST00000222330.8	2193	2032.66	17	163.61
ENST00000594664.1	634	473.659	0	0
ENST00000624246.1	2199	2038.66	0	0
ENST00000222329.9	2672	2511.66	0	0
ENST00000440177.6	2032	1871.66	5	52.2601
ENST00000572681.6	8218	8057.66	14.377	34.9048
ENST00000160740.7	6111	5950.66	9.29949	30.5718
ENST00000575354.6	5473	5312.66	0.32352	1.19129
ENST00000262890.7	1003	842.659	3	69.646
ENST00000538771.5	1098	937.659	0	0
ENST00000598490.1	1641	1480.66	0	0
ENST00000341747.7	1530	1369.66	0	0
ENST00000499536.2	1956	1795.66	0	0
ENST00000301204.8	1797	1636.66	3.33367	39.8466
ENST00000673205.1	2744	2583.66	5.45651	41.3149
ENST00000598766.1	2011	1850.66	0	0
ENST00000673187.1	2219	2058.66	6.20982	59.0094
ENST00000334370.8	10966	10805.7	0	0
ENST00000378073.5	11034	10873.7	0	0
ENST00000251268.11	11137	10976.7	14	24.9508
ENST00000618566.1	75	31.2586	0	0
ENST00000222032.10	533	372.835	0	0
ENST00000597255.1	502	341.956	0	0
ENST00000594624.6	1448	1287.66	0	0
ENST00000244289.9	3768	3607.66	4	21.6901
ENST00000594688.1	2383	2222.66	0	0
ENST00000457234.2	1501	1340.66	0	0
ENST00000596781.1	561	400.835	0	0
ENST00000601181.6	1080	919.659	0	0
ENST00000661814.1	794	633.659	0	0
ENST00000517239.1	135	18.7137	0	0
ENST00000600255.1	639	478.659	0	0
ENST00000352591.9	3170	3009.66	0	0
ENST00000161559.11	3491	3330.66	0	0
ENST00000403444.7	3427	3266.66	0	0
ENST00000403461.5	1263	1102.66	0	0
ENST00000358394.7	1484	1323.66	0	0
ENST00000599389.1	1342	1181.66	0	0
ENST00000457904.2	440	280.148	0	0
ENST00000244336.10	2297	2136.66	0	0
ENST00000599005.1	544	383.835	0	0
ENST00000434624.1	1035	874.659	0	0
ENST00000448037.1	961	800.659	0	0
ENST00000480396.1	498	337.979	0	0
ENST00000327495.10	1873	1712.66	0	0
ENST00000595140.5	1724	1563.66	0	0
ENST00000614582.1	1287	1126.66	0	0
ENST00000404209.8	2031	1870.66	0	0
ENST00000406636.7	1610	1449.66	0	0
ENST00000401467.6	1686	1525.66	0	0
ENST00000306511.5	1440	1279.66	0	0
ENST00000452007.1	574	413.779	0	0
ENST00000425668.1	1873	1712.66	0	0
ENST00000597171.5	1283	1122.66	0	0
ENST00000501199.4	1500	1339.66	0	0
ENST00000436291.6	2047	1886.66	0	0
ENST00000595124.5	1692	1531.66	0	0
ENST00000595356.5	1903	1742.66	0	0
ENST00000403380.7	1722	1561.66	0	0
ENST00000312439.10	1882	1721.66	0	0
ENST00000244296.6	2276	2115.66	0	0
ENST00000187910.6	1674	1513.66	0	0
ENST00000402603.8	1412	1251.66	0	0
ENST00000292125.6	1391	1230.66	0	0
ENST00000601833.1	2321	2160.66	0	0
ENST00000406070.7	2067	1906.66	0	0
ENST00000623675.3	1392	1231.66	0	0
ENST00000446844.3	2227	2066.66	0	0
ENST00000444105.1	496	336.002	0	0
ENST00000635495.1	1833	1672.66	0	0
ENST00000403486.5	1163	1002.66	0	0
ENST00000320078.12	1532	1371.66	0	0
ENST00000306322.7	990	829.659	0	0
ENST00000413902.2	580	419.751	0	0
ENST00000406487.6	1573	1412.66	0	0
ENST00000442990.1	513	352.909	0	0
ENST00000419624.1	500	339.956	0	0
